"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Município";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Município";"2015";"2020"
"Nível";"Cód.";"Município";"Bovino";"Bovino"
"MU";"4117214";"Nova Santa Bárbara (PR)";"985";"568"
"MU";"4117222";"Nova Santa Rosa (PR)";"11876";"9399"
"MU";"4117255";"Nova Prata do Iguaçu (PR)";"34635";"29571"
"MU";"4117271";"Nova Tebas (PR)";"60500";"59093"
"MU";"4117297";"Novo Itacolomi (PR)";"15950";"19082"
"MU";"4117305";"Ortigueira (PR)";"156970";"145252"
"MU";"4117404";"Ourizona (PR)";"732";"600"
"MU";"4117453";"Ouro Verde do Oeste (PR)";"24170";"18855"
"MU";"4117503";"Paiçandu (PR)";"1299";"1179"
"MU";"4117602";"Palmas (PR)";"26682";"26357"
"MU";"4117701";"Palmeira (PR)";"31474";"25638"
"MU";"4117800";"Palmital (PR)";"126400";"101829"
"MU";"4117909";"Palotina (PR)";"12102";"8060"
"MU";"4118006";"Paraíso do Norte (PR)";"6761";"5334"
"MU";"4118105";"Paranacity (PR)";"7749";"5956"
"MU";"4118204";"Paranaguá (PR)";"695";"751"
"MU";"4118303";"Paranapoema (PR)";"11684";"10276"
"MU";"4118402";"Paranavaí (PR)";"120073";"119850"
"MU";"4118451";"Pato Bragado (PR)";"8441";"6505"
"MU";"4118501";"Pato Branco (PR)";"22689";"18628"
"MU";"4118600";"Paula Freitas (PR)";"6500";"6100"
"MU";"4118709";"Paulo Frontin (PR)";"5800";"5000"
"MU";"4118808";"Peabiru (PR)";"14340";"11260"
"MU";"4118857";"Perobal (PR)";"28115";"23410"
"MU";"4118907";"Pérola (PR)";"40117";"37032"
"MU";"4119004";"Pérola d'Oeste (PR)";"12839";"10927"
"MU";"4119103";"Piên (PR)";"1700";"2022"
"MU";"4119152";"Pinhais (PR)";"457";"410"
"MU";"4119202";"Pinhalão (PR)";"9353";"8461"
"MU";"4119251";"Pinhal de São Bento (PR)";"13975";"13863"
"MU";"4119301";"Pinhão (PR)";"61600";"59380"
"MU";"4119400";"Piraí do Sul (PR)";"25400";"26477"
"MU";"4119509";"Piraquara (PR)";"2505";"2147"
"MU";"4119608";"Pitanga (PR)";"94000";"80751"
"MU";"4119657";"Pitangueiras (PR)";"1436";"1598"
"MU";"4119707";"Planaltina do Paraná (PR)";"41093";"38111"
"MU";"4119806";"Planalto (PR)";"31401";"28385"
"MU";"4119905";"Ponta Grossa (PR)";"27344";"24735"
"MU";"4119954";"Pontal do Paraná (PR)";"39";"60"
"MU";"4120002";"Porecatu (PR)";"4687";"3230"
"MU";"4120101";"Porto Amazonas (PR)";"5250";"3741"
"MU";"4120150";"Porto Barreiro (PR)";"28900";"27962"
"MU";"4120200";"Porto Rico (PR)";"26560";"24371"
"MU";"4120309";"Porto Vitória (PR)";"5800";"6000"
"MU";"4120333";"Prado Ferreira (PR)";"2098";"1814"
"MU";"4120358";"Pranchita (PR)";"6918";"5919"
"MU";"4120408";"Presidente Castelo Branco (PR)";"5848";"4010"
"MU";"4120507";"Primeiro de Maio (PR)";"4715";"4126"
"MU";"4120606";"Prudentópolis (PR)";"71100";"72330"
"MU";"4120655";"Quarto Centenário (PR)";"4001";"3200"
"MU";"4120705";"Quatiguá (PR)";"18117";"18301"
"MU";"4120804";"Quatro Barras (PR)";"1788";"782"
"MU";"4120853";"Quatro Pontes (PR)";"10134";"8210"
"MU";"4120903";"Quedas do Iguaçu (PR)";"58000";"49138"
"MU";"4121000";"Querência do Norte (PR)";"78984";"74283"
"MU";"4121109";"Quinta do Sol (PR)";"5442";"4880"
"MU";"4121208";"Quitandinha (PR)";"3800";"3600"
"MU";"4121257";"Ramilândia (PR)";"27407";"24306"
"MU";"4121307";"Rancho Alegre (PR)";"476";"512"
"MU";"4121356";"Rancho Alegre D'Oeste (PR)";"2752";"2550"
"MU";"4121406";"Realeza (PR)";"27140";"26025"
"MU";"4121505";"Rebouças (PR)";"6140";"4747"
"MU";"4121604";"Renascença (PR)";"13660";"11312"
"MU";"4121703";"Reserva (PR)";"89490";"85961"
"MU";"4121752";"Reserva do Iguaçu (PR)";"25400";"26950"
"MU";"4121802";"Ribeirão Claro (PR)";"70487";"66891"
"MU";"4121901";"Ribeirão do Pinhal (PR)";"26274";"21302"
"MU";"4122008";"Rio Azul (PR)";"6032";"5810"
"MU";"4122107";"Rio Bom (PR)";"15100";"14676"
"MU";"4122156";"Rio Bonito do Iguaçu (PR)";"55100";"47385"
"MU";"4122172";"Rio Branco do Ivaí (PR)";"16476";"13450"
"MU";"4122206";"Rio Branco do Sul (PR)";"18900";"19410"
"MU";"4122305";"Rio Negro (PR)";"3300";"4000"
"MU";"4122404";"Rolândia (PR)";"5465";"4713"
"MU";"4122503";"Roncador (PR)";"38600";"33903"
"MU";"4122602";"Rondon (PR)";"29104";"28533"
"MU";"4122651";"Rosário do Ivaí (PR)";"53658";"45979"
"MU";"4122701";"Sabáudia (PR)";"8774";"6847"
"MU";"4122800";"Salgado Filho (PR)";"20578";"21297"
"MU";"4122909";"Salto do Itararé (PR)";"19805";"22642"
"MU";"4123006";"Salto do Lontra (PR)";"28325";"31466"
"MU";"4123105";"Santa Amélia (PR)";"1915";"1850"
"MU";"4123204";"Santa Cecília do Pavão (PR)";"3712";"3328"
"MU";"4123303";"Santa Cruz de Monte Castelo (PR)";"51531";"46419"
"MU";"4123402";"Santa Fé (PR)";"24715";"17691"
"MU";"4123501";"Santa Helena (PR)";"35508";"29396"
"MU";"4123600";"Santa Inês (PR)";"6636";"5491"
"MU";"4123709";"Santa Isabel do Ivaí (PR)";"45665";"39044"
"MU";"4123808";"Santa Izabel do Oeste (PR)";"26289";"25944"
"MU";"4123824";"Santa Lúcia (PR)";"13828";"10586"
"MU";"4123857";"Santa Maria do Oeste (PR)";"56000";"40902"
"MU";"4123907";"Santa Mariana (PR)";"3263";"2925"
"MU";"4123956";"Santa Mônica (PR)";"23713";"15769"
"MU";"4124004";"Santana do Itararé (PR)";"17900";"15970"
"MU";"4124020";"Santa Tereza do Oeste (PR)";"9870";"7500"
"MU";"4124053";"Santa Terezinha de Itaipu (PR)";"6055";"4284"
"MU";"4124103";"Santo Antônio da Platina (PR)";"72062";"72956"
"MU";"4124202";"Santo Antônio do Caiuá (PR)";"23249";"23313"
"MU";"4124301";"Santo Antônio do Paraíso (PR)";"3871";"3068"
"MU";"4124400";"Santo Antônio do Sudoeste (PR)";"22378";"20509"
"MU";"4124509";"Santo Inácio (PR)";"20785";"16216"
"MU";"4124608";"São Carlos do Ivaí (PR)";"5307";"3796"
"MU";"4124707";"São Jerônimo da Serra (PR)";"41911";"35812"
"MU";"4124806";"São João (PR)";"26725";"23732"
"MU";"4124905";"São João do Caiuá (PR)";"37415";"33842"
"MU";"4125001";"São João do Ivaí (PR)";"14828";"11253"
"MU";"4125100";"São João do Triunfo (PR)";"4300";"3989"
"MU";"4125209";"São Jorge d'Oeste (PR)";"40994";"37464"
"MU";"4125308";"São Jorge do Ivaí (PR)";"2249";"990"
"MU";"4125357";"São Jorge do Patrocínio (PR)";"29385";"28869"
"MU";"4125407";"São José da Boa Vista (PR)";"22605";"15903"
"MU";"4125456";"São José das Palmeiras (PR)";"25682";"20637"
"MU";"4125506";"São José dos Pinhais (PR)";"9939";"7991"
"MU";"4125555";"São Manoel do Paraná (PR)";"4381";"2804"
"MU";"4125605";"São Mateus do Sul (PR)";"15000";"15000"
"MU";"4125704";"São Miguel do Iguaçu (PR)";"27200";"20088"
"MU";"4125753";"São Pedro do Iguaçu (PR)";"24600";"15974"
"MU";"4125803";"São Pedro do Ivaí (PR)";"10501";"8000"
"MU";"4125902";"São Pedro do Paraná (PR)";"32813";"28889"
"MU";"4126009";"São Sebastião da Amoreira (PR)";"1945";"2615"
"MU";"4126108";"São Tomé (PR)";"6004";"6724"
"MU";"4126207";"Sapopema (PR)";"55716";"55344"
"MU";"4126256";"Sarandi (PR)";"867";"895"
"MU";"4126272";"Saudade do Iguaçu (PR)";"16969";"16091"
"MU";"4126306";"Sengés (PR)";"24050";"23449"
"MU";"4126355";"Serranópolis do Iguaçu (PR)";"8497";"6361"
"MU";"4126405";"Sertaneja (PR)";"3370";"1304"
"MU";"4126504";"Sertanópolis (PR)";"11201";"10068"
"MU";"4126603";"Siqueira Campos (PR)";"34743";"42430"
"MU";"4126652";"Sulina (PR)";"19775";"19000"
"MU";"4126678";"Tamarana (PR)";"15687";"15707"
"MU";"4126702";"Tamboara (PR)";"13580";"12188"
"MU";"4126801";"Tapejara (PR)";"41695";"41168"
"MU";"4126900";"Tapira (PR)";"51660";"46561"
"MU";"4127007";"Teixeira Soares (PR)";"12700";"12769"
"MU";"4127106";"Telêmaco Borba (PR)";"1400";"1329"
"MU";"4127205";"Terra Boa (PR)";"7021";"5923"
"MU";"4127304";"Terra Rica (PR)";"65229";"62615"
"MU";"4127403";"Terra Roxa (PR)";"22653";"15094"
"MU";"4127502";"Tibagi (PR)";"39685";"34527"
"MU";"4127601";"Tijucas do Sul (PR)";"4780";"5054"
"MU";"4127700";"Toledo (PR)";"48794";"41673"
"MU";"4127809";"Tomazina (PR)";"52600";"56306"
"MU";"4127858";"Três Barras do Paraná (PR)";"55532";"45000"
"MU";"4127882";"Tunas do Paraná (PR)";"584";"1049"
"MU";"4127908";"Tuneiras do Oeste (PR)";"40841";"32199"
"MU";"4127957";"Tupãssi (PR)";"4121";"3001"
"MU";"4127965";"Turvo (PR)";"47800";"38810"
"MU";"4128005";"Ubiratã (PR)";"16000";"12855"
"MU";"4128104";"Umuarama (PR)";"128549";"124588"
"MU";"4128203";"União da Vitória (PR)";"7000";"6950"
"MU";"4128302";"Uniflor (PR)";"6877";"5782"
"MU";"4128401";"Uraí (PR)";"9035";"5678"
"MU";"4128500";"Wenceslau Braz (PR)";"21900";"18143"
"MU";"4128534";"Ventania (PR)";"12000";"9020"
"MU";"4128559";"Vera Cruz do Oeste (PR)";"25842";"20504"
"MU";"4128609";"Verê (PR)";"19107";"17275"
"MU";"4128625";"Alto Paraíso (PR)";"106027";"111271"
"MU";"4128633";"Doutor Ulysses (PR)";"7550";"9176"
"MU";"4128658";"Virmond (PR)";"12500";"11582"
"MU";"4128708";"Vitorino (PR)";"12137";"9044"
"MU";"4128807";"Xambrê (PR)";"48187";"43538"
"MU";"4200051";"Abdon Batista (SC)";"14475";"14474"
"MU";"4200101";"Abelardo Luz (SC)";"38704";"36712"
"MU";"4200200";"Agrolândia (SC)";"11596";"8800"
"MU";"4200309";"Agronômica (SC)";"5300";"5010"
"MU";"4200408";"Água Doce (SC)";"61481";"61304"
"MU";"4200507";"Águas de Chapecó (SC)";"16313";"16118"
"MU";"4200556";"Águas Frias (SC)";"12698";"12260"
"MU";"4200606";"Águas Mornas (SC)";"7072";"7211"
"MU";"4200705";"Alfredo Wagner (SC)";"30025";"30495"
"MU";"4200754";"Alto Bela Vista (SC)";"9269";"10104"
"MU";"4200804";"Anchieta (SC)";"35699";"37403"
"MU";"4200903";"Angelina (SC)";"14681";"15488"
"MU";"4201000";"Anita Garibaldi (SC)";"33904";"34780"
"MU";"4201109";"Anitápolis (SC)";"9500";"10456"
"MU";"4201208";"Antônio Carlos (SC)";"6867";"7011"
"MU";"4201257";"Apiúna (SC)";"5326";"6867"
"MU";"4201273";"Arabutã (SC)";"13053";"14081"
"MU";"4201307";"Araquari (SC)";"8960";"9989"
"MU";"4201406";"Araranguá (SC)";"16408";"17997"
"MU";"4201505";"Armazém (SC)";"18990";"22694"
"MU";"4201604";"Arroio Trinta (SC)";"5858";"6250"
"MU";"4201653";"Arvoredo (SC)";"8811";"9515"
"MU";"4201703";"Ascurra (SC)";"1382";"1824"
"MU";"4201802";"Atalanta (SC)";"5346";"4300"
"MU";"4201901";"Aurora (SC)";"8700";"8000"
"MU";"4201950";"Balneário Arroio do Silva (SC)";"1174";"1271"
"MU";"4202008";"Balneário Camboriú (SC)";"360";"173"
"MU";"4202057";"Balneário Barra do Sul (SC)";"670";"687"
"MU";"4202073";"Balneário Gaivota (SC)";"5416";"6217"
"MU";"4202081";"Bandeirante (SC)";"18800";"18072"
"MU";"4202099";"Barra Bonita (SC)";"13475";"13135"
"MU";"4202107";"Barra Velha (SC)";"4567";"4674"
"MU";"4202131";"Bela Vista do Toldo (SC)";"11912";"10579"
"MU";"4202156";"Belmonte (SC)";"11900";"11553"
"MU";"4202206";"Benedito Novo (SC)";"7119";"7373"
"MU";"4202305";"Biguaçu (SC)";"17731";"17521"
"MU";"4202404";"Blumenau (SC)";"7264";"7077"
"MU";"4202438";"Bocaina do Sul (SC)";"16620";"18000"
"MU";"4202453";"Bombinhas (SC)";"249";"162"
"MU";"4202503";"Bom Jardim da Serra (SC)";"35852";"36000"
"MU";"4202537";"Bom Jesus (SC)";"3852";"3554"
"MU";"4202578";"Bom Jesus do Oeste (SC)";"6605";"6684"
"MU";"4202602";"Bom Retiro (SC)";"29637";"28000"
"MU";"4202701";"Botuverá (SC)";"1546";"1943"
"MU";"4202800";"Braço do Norte (SC)";"42782";"51070"
"MU";"4202859";"Braço do Trombudo (SC)";"8063";"8700"
"MU";"4202875";"Brunópolis (SC)";"13206";"15116"
"MU";"4202909";"Brusque (SC)";"3427";"3566"
"MU";"4203006";"Caçador (SC)";"15661";"16760"
"MU";"4203105";"Caibi (SC)";"21690";"21939"
"MU";"4203154";"Calmon (SC)";"10367";"11356"
"MU";"4203204";"Camboriú (SC)";"4600";"5970"
"MU";"4203253";"Capão Alto (SC)";"33323";"32000"
"MU";"4203303";"Campo Alegre (SC)";"13583";"14197"
"MU";"4203402";"Campo Belo do Sul (SC)";"28763";"29500"
"MU";"4203501";"Campo Erê (SC)";"30761";"32729"
"MU";"4203600";"Campos Novos (SC)";"58302";"58734"
"MU";"4203709";"Canelinha (SC)";"5314";"6608"
"MU";"4203808";"Canoinhas (SC)";"26400";"24391"
"MU";"4203907";"Capinzal (SC)";"16544";"15003"
"MU";"4203956";"Capivari de Baixo (SC)";"3432";"3853"
"MU";"4204004";"Catanduvas (SC)";"6441";"6204"
"MU";"4204103";"Caxambu do Sul (SC)";"11374";"10875"
"MU";"4204152";"Celso Ramos (SC)";"11377";"12426"
"MU";"4204178";"Cerro Negro (SC)";"17781";"17500"
"MU";"4204194";"Chapadão do Lageado (SC)";"5900";"5260"
"MU";"4204202";"Chapecó (SC)";"37991";"35706"
"MU";"4204251";"Cocal do Sul (SC)";"3909";"4816"
"MU";"4204301";"Concórdia (SC)";"67307";"69930"
"MU";"4204350";"Cordilheira Alta (SC)";"7569";"8261"
"MU";"4204400";"Coronel Freitas (SC)";"39100";"37272"
"MU";"4204459";"Coronel Martins (SC)";"10778";"10108"
"MU";"4204509";"Corupá (SC)";"2019";"2168"
"MU";"4204558";"Correia Pinto (SC)";"26816";"30000"
"MU";"4204608";"Criciúma (SC)";"8038";"8678"
"MU";"4204707";"Cunha Porã (SC)";"24477";"22985"
"MU";"4204756";"Cunhataí (SC)";"9910";"9961"
"MU";"4204806";"Curitibanos (SC)";"35066";"38905"
"MU";"4204905";"Descanso (SC)";"38388";"37729"
"MU";"4205001";"Dionísio Cerqueira (SC)";"35453";"33620"
"MU";"4205100";"Dona Emma (SC)";"8700";"9000"
"MU";"4205159";"Doutor Pedrinho (SC)";"3010";"3185"
"MU";"4205175";"Entre Rios (SC)";"5205";"6534"
"MU";"4205191";"Ermo (SC)";"2632";"2775"
"MU";"4205209";"Erval Velho (SC)";"18976";"20010"
"MU";"4205308";"Faxinal dos Guedes (SC)";"11449";"12049"
"MU";"4205357";"Flor do Sertão (SC)";"6054";"5935"
"MU";"4205407";"Florianópolis (SC)";"5360";"5571"
"MU";"4205431";"Formosa do Sul (SC)";"14025";"14117"
"MU";"4205456";"Forquilhinha (SC)";"7527";"7374"
"MU";"4205506";"Fraiburgo (SC)";"15982";"18000"
"MU";"4205555";"Frei Rogério (SC)";"7410";"7977"
"MU";"4205605";"Galvão (SC)";"13027";"10927"
"MU";"4205704";"Garopaba (SC)";"5365";"4789"
"MU";"4205803";"Garuva (SC)";"4289";"3896"
"MU";"4205902";"Gaspar (SC)";"11423";"12425"
"MU";"4206009";"Governador Celso Ramos (SC)";"4539";"4385"
"MU";"4206108";"Grão-Pará (SC)";"23539";"27646"
"MU";"4206207";"Gravatal (SC)";"23298";"26409"
"MU";"4206306";"Guabiruba (SC)";"1797";"2162"
"MU";"4206405";"Guaraciaba (SC)";"41654";"39949"
"MU";"4206504";"Guaramirim (SC)";"6864";"8033"
"MU";"4206603";"Guarujá do Sul (SC)";"11500";"10859"
"MU";"4206652";"Guatambú (SC)";"12770";"15279"
"MU";"4206702";"Herval d'Oeste (SC)";"15890";"15463"
"MU";"4206751";"Ibiam (SC)";"7248";"8600"
"MU";"4206801";"Ibicaré (SC)";"9860";"11696"
"MU";"4206900";"Ibirama (SC)";"4559";"4900"
"MU";"4207007";"Içara (SC)";"15827";"16936"
"MU";"4207106";"Ilhota (SC)";"14872";"14295"
"MU";"4207205";"Imaruí (SC)";"22169";"25067"
"MU";"4207304";"Imbituba (SC)";"5196";"5201"
"MU";"4207403";"Imbuia (SC)";"8000";"7800"
"MU";"4207502";"Indaial (SC)";"6579";"6466"
"MU";"4207577";"Iomerê (SC)";"10060";"11280"
"MU";"4207601";"Ipira (SC)";"14070";"14296"
"MU";"4207650";"Iporã do Oeste (SC)";"26438";"27767"
"MU";"4207684";"Ipuaçu (SC)";"9887";"9613"
"MU";"4207700";"Ipumirim (SC)";"18612";"20400"
"MU";"4207759";"Iraceminha (SC)";"20792";"20600"
"MU";"4207809";"Irani (SC)";"17360";"17882"
"MU";"4207858";"Irati (SC)";"9094";"9458"
"MU";"4207908";"Irineópolis (SC)";"11394";"12135"
"MU";"4208005";"Itá (SC)";"15910";"15675"
"MU";"4208104";"Itaiópolis (SC)";"26958";"27611"
"MU";"4208203";"Itajaí (SC)";"12250";"13598"
"MU";"4208302";"Itapema (SC)";"1479";"1379"
"MU";"4208401";"Itapiranga (SC)";"36000";"38937"
"MU";"4208450";"Itapoá (SC)";"810";"815"
"MU";"4208500";"Ituporanga (SC)";"13600";"14330"
"MU";"4208609";"Jaborá (SC)";"14230";"16153"
"MU";"4208708";"Jacinto Machado (SC)";"12575";"11463"
"MU";"4208807";"Jaguaruna (SC)";"15462";"19501"
"MU";"4208906";"Jaraguá do Sul (SC)";"10750";"10938"
"MU";"4208955";"Jardinópolis (SC)";"8358";"8722"
"MU";"4209003";"Joaçaba (SC)";"15236";"16346"
"MU";"4209102";"Joinville (SC)";"13600";"17098"
"MU";"4209151";"José Boiteux (SC)";"2800";"3530"
"MU";"4209177";"Jupiá (SC)";"11618";"11441"
"MU";"4209201";"Lacerdópolis (SC)";"8510";"8773"
"MU";"4209300";"Lages (SC)";"94161";"89500"
"MU";"4209409";"Laguna (SC)";"14643";"15899"
"MU";"4209458";"Lajeado Grande (SC)";"6161";"6450"
"MU";"4209508";"Laurentino (SC)";"6338";"6050"
"MU";"4209607";"Lauro Müller (SC)";"15205";"13815"
"MU";"4209706";"Lebon Régis (SC)";"22040";"25685"
"MU";"4209805";"Leoberto Leal (SC)";"8500";"8200"
"MU";"4209854";"Lindóia do Sul (SC)";"17807";"19209"
"MU";"4209904";"Lontras (SC)";"7813";"8500"
"MU";"4210001";"Luiz Alves (SC)";"6646";"7776"
"MU";"4210035";"Luzerna (SC)";"8199";"8244"
"MU";"4210050";"Macieira (SC)";"6669";"6300"
"MU";"4210100";"Mafra (SC)";"33008";"33545"
"MU";"4210209";"Major Gercino (SC)";"4592";"5295"
"MU";"4210308";"Major Vieira (SC)";"15941";"13128"
"MU";"4210407";"Maracajá (SC)";"6156";"7119"
"MU";"4210506";"Maravilha (SC)";"14759";"16170"
"MU";"4210555";"Marema (SC)";"15748";"16783"
"MU";"4210605";"Massaranduba (SC)";"5021";"6670"
"MU";"4210704";"Matos Costa (SC)";"6133";"7508"
"MU";"4210803";"Meleiro (SC)";"6418";"5402"
"MU";"4210852";"Mirim Doce (SC)";"9396";"10512"
"MU";"4210902";"Modelo (SC)";"9521";"9113"
"MU";"4211009";"Mondaí (SC)";"23457";"22370"
"MU";"4211058";"Monte Carlo (SC)";"4686";"4833"
"MU";"4211108";"Monte Castelo (SC)";"14024";"12194"
"MU";"4211207";"Morro da Fumaça (SC)";"7022";"7837"
"MU";"4211256";"Morro Grande (SC)";"3881";"3479"
"MU";"4211306";"Navegantes (SC)";"7150";"8596"
"MU";"4211405";"Nova Erechim (SC)";"9043";"9449"
"MU";"4211454";"Nova Itaberaba (SC)";"15895";"17048"
"MU";"4211504";"Nova Trento (SC)";"2641";"3021"
"MU";"4211603";"Nova Veneza (SC)";"9536";"9917"
"MU";"4211652";"Novo Horizonte (SC)";"13945";"13057"
"MU";"4211702";"Orleans (SC)";"27514";"31672"
"MU";"4211751";"Otacílio Costa (SC)";"18164";"18000"
"MU";"4211801";"Ouro (SC)";"24205";"24385"
"MU";"4211850";"Ouro Verde (SC)";"7078";"7122"
"MU";"4211876";"Paial (SC)";"6701";"6594"
"MU";"4211892";"Painel (SC)";"32584";"32000"
"MU";"4211900";"Palhoça (SC)";"7333";"8510"
"MU";"4212007";"Palma Sola (SC)";"20614";"21531"
"MU";"4212056";"Palmeira (SC)";"10219";"11500"
"MU";"4212106";"Palmitos (SC)";"48492";"56460"
"MU";"4212205";"Papanduva (SC)";"23143";"26622"
"MU";"4212239";"Paraíso (SC)";"21382";"20600"
"MU";"4212254";"Passo de Torres (SC)";"3265";"3663"
"MU";"4212270";"Passos Maia (SC)";"21948";"21801"
"MU";"4212304";"Paulo Lopes (SC)";"9803";"10852"
"MU";"4212403";"Pedras Grandes (SC)";"8094";"10031"
"MU";"4212502";"Penha (SC)";"4320";"4083"
"MU";"4212601";"Peritiba (SC)";"8144";"9600"
"MU";"4212650";"Pescaria Brava (SC)";"6237";"7886"
"MU";"4212700";"Petrolândia (SC)";"15700";"16500"
"MU";"4212809";"Balneário Piçarras (SC)";"3800";"4225"
"MU";"4212908";"Pinhalzinho (SC)";"15790";"15356"
"MU";"4213005";"Pinheiro Preto (SC)";"4105";"4600"
"MU";"4213104";"Piratuba (SC)";"13504";"14453"
"MU";"4213153";"Planalto Alegre (SC)";"6606";"8200"
"MU";"4213203";"Pomerode (SC)";"7827";"8263"
"MU";"4213302";"Ponte Alta (SC)";"16379";"19704"
"MU";"4213351";"Ponte Alta do Norte (SC)";"5219";"5016"
"MU";"4213401";"Ponte Serrada (SC)";"11640";"11238"
"MU";"4213500";"Porto Belo (SC)";"3400";"3422"
"MU";"4213609";"Porto União (SC)";"19894";"19548"
"MU";"4213708";"Pouso Redondo (SC)";"27025";"29486"
"MU";"4213807";"Praia Grande (SC)";"7927";"8108"
"MU";"4213906";"Presidente Castello Branco (SC)";"7062";"7127"
"MU";"4214003";"Presidente Getúlio (SC)";"18916";"20000"
"MU";"4214102";"Presidente Nereu (SC)";"6079";"6220"
"MU";"4214151";"Princesa (SC)";"11811";"11113"
"MU";"4214201";"Quilombo (SC)";"29967";"30599"
"MU";"4214300";"Rancho Queimado (SC)";"9606";"10438"
"MU";"4214409";"Rio das Antas (SC)";"15969";"17900"
"MU";"4214508";"Rio do Campo (SC)";"18895";"19267"
"MU";"4214607";"Rio do Oeste (SC)";"18695";"18600"
"MU";"4214706";"Rio dos Cedros (SC)";"9680";"10043"
"MU";"4214805";"Rio do Sul (SC)";"10225";"9230"
"MU";"4214904";"Rio Fortuna (SC)";"25222";"29067"
"MU";"4215000";"Rio Negrinho (SC)";"12595";"14844"
"MU";"4215059";"Rio Rufino (SC)";"11121";"9500"
"MU";"4215075";"Riqueza (SC)";"20755";"20000"
"MU";"4215109";"Rodeio (SC)";"2952";"3292"
"MU";"4215208";"Romelândia (SC)";"32000";"32097"
"MU";"4215307";"Salete (SC)";"13139";"13659"
"MU";"4215356";"Saltinho (SC)";"21039";"21932"
"MU";"4215406";"Salto Veloso (SC)";"7077";"8320"
"MU";"4215455";"Sangão (SC)";"6901";"9151"
"MU";"4215505";"Santa Cecília (SC)";"23885";"21915"
"MU";"4215554";"Santa Helena (SC)";"10643";"9639"
"MU";"4215604";"Santa Rosa de Lima (SC)";"8633";"9961"
"MU";"4215653";"Santa Rosa do Sul (SC)";"10458";"11635"
"MU";"4215679";"Santa Terezinha (SC)";"15000";"14500"
"MU";"4215687";"Santa Terezinha do Progresso (SC)";"17670";"18186"
"MU";"4215695";"Santiago do Sul (SC)";"10097";"10115"
"MU";"4215703";"Santo Amaro da Imperatriz (SC)";"12577";"13647"
"MU";"4215752";"São Bernardino (SC)";"15513";"21322"
"MU";"4215802";"São Bento do Sul (SC)";"9566";"19606"
"MU";"4215901";"São Bonifácio (SC)";"15161";"15449"
"MU";"4216008";"São Carlos (SC)";"31073";"30500"
"MU";"4216057";"São Cristóvão do Sul (SC)";"7938";"7826"
"MU";"4216107";"São Domingos (SC)";"20766";"16895"
"MU";"4216206";"São Francisco do Sul (SC)";"1350";"1626"
"MU";"4216255";"São João do Oeste (SC)";"26000";"27158"
"MU";"4216305";"São João Batista (SC)";"6556";"7566"
"MU";"4216354";"São João do Itaperiú (SC)";"5046";"6638"
"MU";"4216404";"São João do Sul (SC)";"11432";"13907"
"MU";"4216503";"São Joaquim (SC)";"75089";"75000"
"MU";"4216602";"São José (SC)";"4124";"3619"
"MU";"4216701";"São José do Cedro (SC)";"38000";"37834"
"MU";"4216800";"São José do Cerrito (SC)";"43238";"45000"
"MU";"4216909";"São Lourenço do Oeste (SC)";"35501";"35780"
"MU";"4217006";"São Ludgero (SC)";"14154";"19377"
"MU";"4217105";"São Martinho (SC)";"14773";"16112"
"MU";"4217154";"São Miguel da Boa Vista (SC)";"12000";"11000"
"MU";"4217204";"São Miguel do Oeste (SC)";"26000";"25478"
"MU";"4217253";"São Pedro de Alcântara (SC)";"4746";"4770"
"MU";"4217303";"Saudades (SC)";"25810";"27035"
"MU";"4217402";"Schroeder (SC)";"1430";"1754"
"MU";"4217501";"Seara (SC)";"28828";"29060"
"MU";"4217550";"Serra Alta (SC)";"9273";"8570"
"MU";"4217600";"Siderópolis (SC)";"7134";"7631"
"MU";"4217709";"Sombrio (SC)";"8986";"9833"
"MU";"4217758";"Sul Brasil (SC)";"14037";"14187"
"MU";"4217808";"Taió (SC)";"37179";"37345"
"MU";"4217907";"Tangará (SC)";"13150";"15300"
"MU";"4217956";"Tigrinhos (SC)";"7200";"7000"
"MU";"4218004";"Tijucas (SC)";"18966";"19652"
"MU";"4218103";"Timbé do Sul (SC)";"5881";"5849"
"MU";"4218202";"Timbó (SC)";"4483";"4641"
"MU";"4218251";"Timbó Grande (SC)";"12180";"12421"
"MU";"4218301";"Três Barras (SC)";"3645";"3153"
"MU";"4218350";"Treviso (SC)";"3847";"3916"
"MU";"4218400";"Treze de Maio (SC)";"10065";"12072"
"MU";"4218509";"Treze Tílias (SC)";"17469";"20176"
"MU";"4218608";"Trombudo Central (SC)";"7362";"5700"
"MU";"4218707";"Tubarão (SC)";"30694";"28899"
"MU";"4218756";"Tunápolis (SC)";"21348";"21072"
"MU";"4218806";"Turvo (SC)";"7315";"7006"
"MU";"4218855";"União do Oeste (SC)";"11970";"12505"
"MU";"4218905";"Urubici (SC)";"42720";"36000"
"MU";"4218954";"Urupema (SC)";"20822";"17000"
"MU";"4219002";"Urussanga (SC)";"12312";"12831"
"MU";"4219101";"Vargeão (SC)";"9312";"8835"
"MU";"4219150";"Vargem (SC)";"14014";"13980"
"MU";"4219176";"Vargem Bonita (SC)";"10834";"10888"
"MU";"4219200";"Vidal Ramos (SC)";"8147";"9100"
